Date,Product ID,Product Type,Size,Color,Quantity Sold,Sales Channel,Marketing Channel,Revenue,Production Time,Cost per Unit,Customer Satisfaction,Product Rating,Customer Comments,Material Type,Printing Method,Discount Applied,Estimated Delivery Date,Supplier,Shipping Cost,Customer Location,Payment Method,Internal Comments,Order Number
2024-09-21,9933,Short Sleeve,M,Blue,4,Online,Organic Search,68.34,3.25,13.22,4.35,4.15,Fast delivery,Cotton,Embroidery,No,2024-09-22,Supplier A,12.54,City C,Bank Transfer,Handled with care,180379
2024-09-22,8935,Short Sleeve,S,Blue,1,Social Media,Email,78.89,4.32,11.27,2.97,1.1,Fast delivery,Cotton,Screen Printing,No,2024-09-23,Supplier C,6.98,City A,Credit Card,Urgent,889190
2024-09-23,1824,Short Sleeve,XL,Red,8,Social Media,Organic Search,85.93,4.98,5.74,2.18,1.78,Fast delivery,Blend,Embroidery,Yes,2024-09-24,Supplier B,11.93,City A,Bank Transfer,Handled with care,976636
2024-09-24,8096,Tank Top,M,Black,2,Social Media,Social Media,42.82,1.62,11.18,3.99,4.67,Will buy again,Blend,Screen Printing,Yes,2024-09-25,Supplier C,11.68,City B,PayPal,Special instructions,482124
2024-09-25,7704,Tank Top,M,Green,8,Online,Organic Search,92.16,1.6,16.77,2.08,4.24,Will buy again,Cotton,Screen Printing,Yes,2024-09-26,Supplier B,8.9,City C,PayPal,Urgent,713619
2024-09-26,6265,Tank Top,XL,Green,2,Social Media,Email,66.24,3.54,12.93,2.11,4.38,Good quality,Blend,Embroidery,Yes,2024-09-27,Supplier A,8.72,City B,Credit Card,Urgent,258029
2024-09-27,9121,Hoodie,L,White,6,Social Media,Email,77.85,1.15,9.57,1.83,2.62,Fast delivery,Cotton,Embroidery,No,2024-09-28,Supplier B,12.12,City B,Bank Transfer,Handled with care,328340
2024-09-28,4593,Short Sleeve,M,Blue,6,Fair,Email,84.65,4.27,11.68,1.41,2.03,Good quality,Polyester,Screen Printing,Yes,2024-09-29,Supplier C,7.98,City B,Bank Transfer,Special instructions,591449
2024-09-29,6310,Hoodie,L,Red,7,Online,Organic Search,94.5,2.51,16.61,4.21,4.56,Fast delivery,Cotton,Sublimation,Yes,2024-09-30,Supplier B,11.33,City C,Credit Card,Handled with care,148852
2024-09-30,9934,Short Sleeve,L,White,8,Fair,Email,43.2,2.6,15.02,3.8,2.49,Will buy again,Polyester,Sublimation,No,2024-10-01,Supplier B,9.48,City C,Bank Transfer,Handled with care,227570
2024-10-01,8374,Short Sleeve,M,White,8,Social Media,Social Media,51.4,3.29,6.66,2.53,2.2,Fast delivery,Cotton,Screen Printing,Yes,2024-10-02,Supplier A,13.06,City A,Credit Card,Handled with care,831327
2024-10-02,9609,Tank Top,M,White,9,Fair,Email,92.0,2.37,12.97,3.9,2.2,Good quality,Polyester,Screen Printing,Yes,2024-10-03,Supplier B,13.94,City B,Credit Card,Urgent,795639
2024-10-03,3276,Long Sleeve,M,Red,5,Fair,Social Media,86.76,2.2,7.98,4.84,4.53,Not satisfied,Cotton,Embroidery,Yes,2024-10-04,Supplier C,12.03,City B,Bank Transfer,Special instructions,251556
2024-10-04,2863,Short Sleeve,L,Red,6,Online,Organic Search,51.93,1.82,19.68,2.86,1.71,Good quality,Cotton,Screen Printing,No,2024-10-05,Supplier B,5.45,City C,Bank Transfer,Handled with care,872699
2024-10-05,8486,Long Sleeve,L,Blue,9,Fair,Email,57.39,3.88,16.08,2.95,4.33,Fast delivery,Blend,Embroidery,No,2024-10-06,Supplier B,13.58,City A,Credit Card,Handled with care,174008
2024-10-06,9199,Hoodie,M,Red,7,Social Media,Email,77.37,4.07,6.22,3.12,2.91,Will buy again,Blend,Sublimation,Yes,2024-10-07,Supplier A,11.3,City A,Credit Card,Urgent,662956
2024-10-07,7653,Tank Top,XL,White,9,Social Media,Social Media,24.9,3.43,8.72,2.07,2.04,Fast delivery,Cotton,Sublimation,Yes,2024-10-08,Supplier C,13.03,City B,Credit Card,Urgent,151101
2024-10-08,9982,Short Sleeve,XL,Blue,6,Social Media,Organic Search,49.39,1.94,6.17,1.99,3.34,Will buy again,Polyester,Screen Printing,Yes,2024-10-09,Supplier A,8.58,City A,PayPal,Urgent,733820
2024-10-09,2890,Tank Top,L,White,9,Social Media,Social Media,36.5,3.78,10.55,2.95,2.12,Will buy again,Blend,Screen Printing,Yes,2024-10-10,Supplier C,11.38,City A,PayPal,Urgent,357686
2024-10-10,2616,Hoodie,XL,White,9,Online,Organic Search,61.5,1.63,17.34,3.0,3.06,Will buy again,Blend,Embroidery,Yes,2024-10-11,Supplier A,13.8,City A,PayPal,Urgent,692841
2024-10-11,5591,Long Sleeve,M,Green,5,Social Media,Social Media,81.77,4.51,6.0,2.16,3.45,Fast delivery,Blend,Sublimation,Yes,2024-10-12,Supplier A,10.15,City A,Bank Transfer,Handled with care,567045
2024-10-12,1626,Tank Top,L,Red,6,Online,Social Media,30.39,2.79,7.48,3.33,3.33,Good quality,Polyester,Embroidery,Yes,2024-10-13,Supplier B,11.04,City C,Credit Card,Urgent,395314
2024-10-13,7103,Tank Top,XL,Green,3,Online,Email,98.94,2.9,9.01,4.08,4.26,Fast delivery,Blend,Sublimation,No,2024-10-14,Supplier B,5.47,City B,PayPal,Handled with care,321218
2024-10-14,6966,Short Sleeve,L,Green,2,Online,Social Media,57.37,1.82,14.36,3.76,3.48,Good quality,Blend,Embroidery,Yes,2024-10-15,Supplier B,5.84,City C,Credit Card,Handled with care,527535
2024-10-15,9990,Long Sleeve,XL,White,2,Social Media,Organic Search,81.84,3.46,19.62,1.59,1.88,Good quality,Polyester,Screen Printing,Yes,2024-10-16,Supplier B,4.72,City B,PayPal,Special instructions,458411
2024-10-16,3138,Hoodie,XL,Red,8,Online,Social Media,48.19,4.94,17.34,3.57,2.18,Not satisfied,Cotton,Sublimation,Yes,2024-10-17,Supplier B,10.33,City C,Credit Card,Special instructions,543409
2024-10-17,7819,Short Sleeve,S,White,8,Fair,Organic Search,59.05,3.36,8.01,1.01,2.61,Will buy again,Polyester,Screen Printing,Yes,2024-10-18,Supplier B,3.26,City B,Credit Card,Handled with care,173372
2024-10-18,8239,Tank Top,XL,Black,1,Fair,Social Media,97.19,3.61,15.65,2.57,4.08,Good quality,Cotton,Screen Printing,No,2024-10-19,Supplier B,13.27,City C,PayPal,Special instructions,537293
2024-10-19,8021,Tank Top,S,White,7,Social Media,Email,75.22,2.15,13.35,2.84,4.62,Fast delivery,Cotton,Screen Printing,No,2024-10-20,Supplier B,10.35,City A,Bank Transfer,Handled with care,720947
2024-10-20,5517,Long Sleeve,M,White,4,Fair,Social Media,22.05,2.3,12.37,4.18,1.1,Fast delivery,Polyester,Screen Printing,No,2024-10-21,Supplier B,7.65,City A,PayPal,Urgent,744432
2024-10-21,9629,Hoodie,S,Red,3,Fair,Organic Search,38.56,1.79,18.63,4.52,4.97,Not satisfied,Cotton,Screen Printing,Yes,2024-10-22,Supplier B,7.44,City B,Credit Card,Special instructions,723476
2024-10-22,7245,Hoodie,L,White,2,Fair,Organic Search,40.74,3.06,13.82,3.87,2.97,Will buy again,Blend,Sublimation,Yes,2024-10-23,Supplier C,8.19,City C,Credit Card,Special instructions,717971
2024-10-23,8008,Tank Top,M,White,2,Fair,Email,96.71,1.59,7.06,4.1,1.53,Not satisfied,Blend,Sublimation,No,2024-10-24,Supplier B,10.01,City C,PayPal,Special instructions,234648
2024-10-24,2745,Hoodie,S,Green,1,Online,Organic Search,81.57,3.47,7.47,4.73,3.26,Good quality,Blend,Sublimation,Yes,2024-10-25,Supplier C,8.08,City C,PayPal,Handled with care,385144
2024-10-25,9292,Short Sleeve,M,White,8,Fair,Email,74.29,2.86,18.83,2.94,2.83,Good quality,Polyester,Screen Printing,No,2024-10-26,Supplier C,11.17,City C,Bank Transfer,Special instructions,984741
2024-10-26,2409,Long Sleeve,XL,Red,8,Social Media,Social Media,25.57,3.5,6.2,2.12,1.2,Good quality,Cotton,Embroidery,Yes,2024-10-27,Supplier A,5.37,City C,PayPal,Urgent,492378
2024-10-27,1765,Tank Top,M,Green,1,Social Media,Organic Search,84.31,1.28,7.07,2.48,3.31,Fast delivery,Cotton,Embroidery,Yes,2024-10-28,Supplier C,7.39,City B,Credit Card,Urgent,650993
2024-10-28,6277,Hoodie,XL,Blue,4,Fair,Email,34.53,4.54,14.8,2.71,4.73,Will buy again,Polyester,Screen Printing,No,2024-10-29,Supplier C,7.36,City A,PayPal,Special instructions,296666
2024-10-29,5997,Hoodie,L,Blue,7,Fair,Social Media,31.9,2.51,8.37,2.26,2.89,Fast delivery,Blend,Sublimation,No,2024-10-30,Supplier A,14.26,City A,Credit Card,Urgent,904654
2024-10-30,9144,Short Sleeve,XL,White,5,Fair,Social Media,89.51,1.83,17.39,2.21,1.92,Will buy again,Polyester,Screen Printing,No,2024-10-31,Supplier C,14.08,City B,PayPal,Special instructions,473885
2024-10-31,5326,Hoodie,XL,Green,9,Fair,Email,20.4,3.0,11.24,4.93,3.68,Not satisfied,Blend,Embroidery,No,2024-11-01,Supplier A,7.88,City B,Credit Card,Urgent,672827
2024-11-01,7056,Short Sleeve,XL,Black,2,Fair,Email,25.06,4.72,12.24,4.97,2.07,Fast delivery,Blend,Sublimation,No,2024-11-02,Supplier C,4.66,City C,PayPal,Handled with care,576752
2024-11-02,3710,Long Sleeve,S,Blue,5,Online,Social Media,93.55,3.78,6.93,3.57,4.66,Good quality,Polyester,Screen Printing,No,2024-11-03,Supplier B,7.38,City C,PayPal,Handled with care,313717
2024-11-03,4102,Tank Top,L,Green,6,Social Media,Social Media,40.12,2.36,5.42,4.24,2.91,Not satisfied,Polyester,Screen Printing,Yes,2024-11-04,Supplier C,6.48,City C,PayPal,Urgent,764670
2024-11-04,7675,Short Sleeve,M,Blue,5,Social Media,Email,81.95,2.22,16.39,3.88,4.14,Fast delivery,Polyester,Sublimation,Yes,2024-11-05,Supplier C,12.96,City C,PayPal,Handled with care,398812
2024-11-05,5756,Hoodie,XL,Green,3,Online,Email,72.57,3.65,6.11,3.73,1.2,Good quality,Cotton,Sublimation,Yes,2024-11-06,Supplier A,14.66,City C,Credit Card,Special instructions,450060
2024-11-06,8018,Hoodie,M,White,7,Online,Social Media,28.98,1.36,14.6,1.59,3.93,Will buy again,Cotton,Embroidery,No,2024-11-07,Supplier C,12.77,City A,Bank Transfer,Special instructions,444961
2024-11-07,3634,Long Sleeve,M,Green,4,Online,Social Media,83.59,2.46,13.06,1.55,1.59,Fast delivery,Blend,Sublimation,Yes,2024-11-08,Supplier A,3.01,City C,Bank Transfer,Handled with care,332680
2024-11-08,1123,Short Sleeve,XL,Green,3,Social Media,Organic Search,36.59,2.91,12.78,4.54,1.87,Will buy again,Polyester,Sublimation,Yes,2024-11-09,Supplier A,13.65,City A,Bank Transfer,Handled with care,963152
2024-11-09,7460,Tank Top,S,Red,3,Social Media,Organic Search,75.63,4.04,9.5,1.06,4.45,Not satisfied,Cotton,Embroidery,No,2024-11-10,Supplier A,10.54,City C,Credit Card,Handled with care,888671
2024-11-10,2629,Hoodie,L,White,4,Fair,Email,50.47,2.3,16.34,3.72,1.5,Not satisfied,Polyester,Sublimation,Yes,2024-11-11,Supplier C,8.67,City B,PayPal,Handled with care,652904
2024-11-11,6672,Short Sleeve,XL,Black,1,Online,Email,63.58,4.17,11.01,4.22,2.18,Not satisfied,Cotton,Embroidery,Yes,2024-11-12,Supplier B,14.04,City A,Credit Card,Handled with care,932860
2024-11-12,2320,Hoodie,XL,Blue,1,Social Media,Social Media,95.7,4.13,7.27,3.87,2.48,Will buy again,Cotton,Sublimation,Yes,2024-11-13,Supplier A,10.5,City A,Credit Card,Special instructions,579758
2024-11-13,3538,Tank Top,L,Green,7,Social Media,Social Media,40.73,1.08,5.84,1.58,4.64,Will buy again,Cotton,Sublimation,No,2024-11-14,Supplier A,9.49,City B,PayPal,Urgent,772494
2024-11-14,3589,Short Sleeve,S,Green,5,Fair,Email,44.09,1.76,10.14,3.56,1.57,Fast delivery,Polyester,Screen Printing,Yes,2024-11-15,Supplier C,12.67,City A,PayPal,Handled with care,181253
2024-11-15,8774,Hoodie,L,White,4,Fair,Email,43.4,3.61,14.12,1.49,3.47,Good quality,Blend,Embroidery,Yes,2024-11-16,Supplier A,13.36,City A,Bank Transfer,Urgent,644080
2024-11-16,8406,Tank Top,XL,Red,1,Social Media,Email,49.6,2.98,8.3,2.85,1.81,Good quality,Blend,Sublimation,No,2024-11-17,Supplier B,13.69,City B,Credit Card,Urgent,242985
2024-11-17,5478,Short Sleeve,L,Blue,1,Online,Email,66.13,1.11,16.13,3.62,2.16,Will buy again,Polyester,Embroidery,No,2024-11-18,Supplier C,8.46,City A,Bank Transfer,Special instructions,337750
2024-11-18,8011,Short Sleeve,M,Black,9,Fair,Social Media,84.02,2.44,6.63,2.49,2.78,Good quality,Cotton,Sublimation,No,2024-11-19,Supplier A,6.48,City B,Credit Card,Urgent,740257
2024-11-19,8335,Long Sleeve,M,Green,9,Social Media,Organic Search,91.45,3.5,12.08,3.07,3.19,Good quality,Cotton,Sublimation,Yes,2024-11-20,Supplier B,11.36,City B,Bank Transfer,Handled with care,375925
2024-11-20,8837,Tank Top,M,Red,3,Fair,Organic Search,24.9,4.97,13.05,4.79,1.7,Not satisfied,Polyester,Embroidery,Yes,2024-11-21,Supplier C,5.35,City C,Bank Transfer,Urgent,271015
2024-11-21,9700,Short Sleeve,S,Blue,5,Online,Email,72.01,1.83,17.32,2.24,3.38,Good quality,Polyester,Sublimation,No,2024-11-22,Supplier B,8.93,City A,PayPal,Special instructions,731560
2024-11-22,4137,Long Sleeve,M,Blue,5,Social Media,Email,67.39,1.61,6.77,1.7,3.43,Fast delivery,Polyester,Screen Printing,No,2024-11-23,Supplier C,8.3,City B,Bank Transfer,Handled with care,249430
2024-11-23,2408,Short Sleeve,L,Black,9,Online,Organic Search,68.08,2.46,5.03,4.63,2.63,Will buy again,Polyester,Screen Printing,Yes,2024-11-24,Supplier A,8.36,City C,Credit Card,Handled with care,624825
2024-11-24,2111,Hoodie,S,White,6,Fair,Social Media,83.47,3.2,13.01,2.93,1.8,Not satisfied,Blend,Screen Printing,Yes,2024-11-25,Supplier A,7.78,City B,Credit Card,Special instructions,742777
2024-11-25,4877,Long Sleeve,L,Blue,9,Online,Social Media,95.03,3.66,7.26,2.99,2.34,Not satisfied,Cotton,Screen Printing,No,2024-11-26,Supplier B,9.93,City C,Bank Transfer,Urgent,293442
2024-11-26,6487,Short Sleeve,S,Blue,3,Online,Email,79.86,2.44,13.58,4.81,1.39,Fast delivery,Polyester,Screen Printing,No,2024-11-27,Supplier C,14.94,City A,Credit Card,Urgent,847337
2024-11-27,5825,Hoodie,L,Black,7,Fair,Email,33.73,1.91,5.49,2.07,3.98,Not satisfied,Blend,Sublimation,Yes,2024-11-28,Supplier C,3.0,City A,Credit Card,Special instructions,139227
2024-11-28,2527,Hoodie,XL,Green,7,Online,Organic Search,96.37,1.02,12.36,4.19,1.06,Will buy again,Polyester,Screen Printing,Yes,2024-11-29,Supplier B,6.89,City B,PayPal,Handled with care,509880
2024-11-29,2321,Hoodie,S,White,1,Social Media,Email,89.22,1.73,10.86,3.24,2.33,Good quality,Cotton,Embroidery,Yes,2024-11-30,Supplier C,8.1,City C,Bank Transfer,Handled with care,645774
2024-11-30,4952,Long Sleeve,XL,Black,2,Fair,Organic Search,43.97,1.4,7.34,3.76,4.7,Not satisfied,Polyester,Embroidery,No,2024-12-01,Supplier B,8.12,City C,Bank Transfer,Handled with care,945465
2024-12-01,4115,Hoodie,XL,Green,6,Online,Social Media,29.78,1.97,12.02,2.88,1.75,Will buy again,Cotton,Screen Printing,Yes,2024-12-02,Supplier B,11.73,City A,PayPal,Urgent,112349
2024-12-02,2134,Tank Top,XL,Black,4,Online,Email,84.48,2.29,12.16,2.54,3.09,Not satisfied,Blend,Screen Printing,Yes,2024-12-03,Supplier B,3.54,City B,Credit Card,Urgent,433121
2024-12-03,4525,Short Sleeve,XL,Black,4,Fair,Organic Search,98.11,1.31,6.02,1.58,1.6,Fast delivery,Blend,Embroidery,No,2024-12-04,Supplier C,5.11,City B,Credit Card,Urgent,502310
2024-12-04,5470,Tank Top,XL,Black,5,Online,Email,30.2,2.62,15.15,4.95,4.8,Not satisfied,Polyester,Screen Printing,No,2024-12-05,Supplier C,9.76,City C,PayPal,Urgent,347249
2024-12-05,3963,Hoodie,XL,Red,2,Social Media,Email,72.11,1.67,18.71,3.91,4.28,Good quality,Blend,Embroidery,No,2024-12-06,Supplier B,5.99,City C,PayPal,Special instructions,260484
2024-12-06,7895,Hoodie,L,Black,3,Fair,Organic Search,20.79,3.33,14.2,2.82,2.25,Fast delivery,Blend,Sublimation,Yes,2024-12-07,Supplier C,14.77,City B,PayPal,Special instructions,403578
2024-12-07,9075,Tank Top,M,Green,5,Social Media,Email,22.84,2.51,14.41,2.97,4.01,Good quality,Cotton,Sublimation,Yes,2024-12-08,Supplier C,7.04,City C,Bank Transfer,Handled with care,172678
2024-12-08,9071,Long Sleeve,S,Green,9,Social Media,Organic Search,82.81,3.56,16.23,1.0,3.27,Will buy again,Cotton,Embroidery,No,2024-12-09,Supplier B,14.54,City A,PayPal,Handled with care,592336
2024-12-09,5378,Hoodie,L,Blue,2,Social Media,Email,85.25,4.1,19.04,1.12,1.89,Will buy again,Polyester,Embroidery,Yes,2024-12-10,Supplier A,13.91,City B,Bank Transfer,Urgent,722795
2024-12-10,9752,Hoodie,L,Red,4,Fair,Email,47.95,1.34,19.74,4.23,1.54,Fast delivery,Cotton,Sublimation,Yes,2024-12-11,Supplier B,11.65,City C,Bank Transfer,Special instructions,296107
2024-12-11,3742,Tank Top,L,Green,1,Fair,Email,55.84,2.53,12.39,1.18,2.0,Fast delivery,Blend,Embroidery,Yes,2024-12-12,Supplier B,10.79,City C,PayPal,Urgent,174261
2024-12-12,5704,Hoodie,L,Red,8,Social Media,Organic Search,82.36,4.91,19.18,4.09,3.52,Good quality,Polyester,Screen Printing,Yes,2024-12-13,Supplier B,14.17,City B,Bank Transfer,Urgent,538637
2024-12-13,5452,Hoodie,M,Blue,9,Fair,Email,88.62,1.01,10.39,3.85,4.82,Good quality,Polyester,Sublimation,No,2024-12-14,Supplier B,12.99,City A,Bank Transfer,Urgent,639212
2024-12-14,7743,Long Sleeve,M,Red,3,Social Media,Social Media,42.09,2.84,15.91,3.72,4.11,Will buy again,Cotton,Screen Printing,No,2024-12-15,Supplier A,11.18,City C,PayPal,Urgent,200337
2024-12-15,6630,Long Sleeve,S,Green,2,Social Media,Organic Search,82.74,2.88,19.05,3.18,4.61,Will buy again,Polyester,Screen Printing,No,2024-12-16,Supplier B,8.81,City A,PayPal,Special instructions,518514
2024-12-16,3562,Long Sleeve,S,White,7,Online,Social Media,36.07,4.29,5.24,2.39,1.78,Will buy again,Polyester,Embroidery,Yes,2024-12-17,Supplier A,9.66,City A,Bank Transfer,Urgent,147934
2024-12-17,8434,Long Sleeve,L,Red,9,Social Media,Social Media,55.79,2.16,18.81,4.89,4.66,Will buy again,Polyester,Sublimation,No,2024-12-18,Supplier A,7.27,City A,Bank Transfer,Handled with care,983368
2024-12-18,4366,Long Sleeve,S,Red,3,Fair,Organic Search,77.51,4.1,18.28,4.64,1.34,Not satisfied,Polyester,Sublimation,No,2024-12-19,Supplier A,5.57,City C,Credit Card,Special instructions,857445
2024-12-19,8078,Hoodie,XL,White,9,Social Media,Organic Search,74.86,1.01,8.08,2.9,4.78,Not satisfied,Blend,Embroidery,Yes,2024-12-20,Supplier A,6.32,City C,Credit Card,Urgent,824695
2024-12-20,9804,Short Sleeve,L,Black,2,Social Media,Social Media,60.18,2.96,11.15,1.7,1.56,Not satisfied,Cotton,Embroidery,No,2024-12-21,Supplier A,3.06,City A,Credit Card,Special instructions,804458
2024-12-21,5545,Hoodie,S,White,8,Online,Organic Search,73.59,2.28,6.84,1.94,2.45,Good quality,Blend,Screen Printing,No,2024-12-22,Supplier C,11.9,City A,Credit Card,Urgent,274018
2024-12-22,1571,Hoodie,S,Black,5,Social Media,Social Media,24.04,4.23,16.21,1.06,2.38,Good quality,Cotton,Sublimation,No,2024-12-23,Supplier A,5.56,City A,Bank Transfer,Handled with care,702925
2024-12-23,4748,Short Sleeve,XL,White,5,Social Media,Email,43.06,2.61,16.66,4.49,2.32,Will buy again,Blend,Screen Printing,Yes,2024-12-24,Supplier A,4.31,City C,Credit Card,Special instructions,206888
2024-12-24,1901,Tank Top,L,Red,3,Online,Organic Search,37.3,1.28,18.21,2.45,3.95,Good quality,Cotton,Sublimation,Yes,2024-12-25,Supplier C,7.27,City C,Bank Transfer,Handled with care,640474
2024-12-25,3309,Short Sleeve,M,Black,5,Online,Organic Search,26.54,3.83,11.62,2.94,4.36,Will buy again,Polyester,Embroidery,Yes,2024-12-26,Supplier B,7.32,City C,Bank Transfer,Urgent,664702
2024-12-26,7182,Long Sleeve,L,Black,8,Fair,Social Media,36.62,1.05,14.45,3.11,3.28,Good quality,Cotton,Embroidery,No,2024-12-27,Supplier C,11.88,City C,PayPal,Handled with care,222686
2024-12-27,7232,Hoodie,M,White,4,Social Media,Social Media,88.8,2.34,17.65,4.17,3.18,Not satisfied,Blend,Embroidery,Yes,2024-12-28,Supplier C,5.62,City C,Credit Card,Urgent,166923
2024-12-28,6839,Long Sleeve,S,Red,5,Social Media,Social Media,91.7,2.99,6.4,3.46,2.05,Will buy again,Blend,Screen Printing,No,2024-12-29,Supplier C,6.83,City C,Credit Card,Special instructions,154631
2024-12-29,7514,Short Sleeve,M,Red,8,Online,Social Media,62.65,3.97,6.79,1.28,4.61,Will buy again,Blend,Sublimation,No,2024-12-30,Supplier C,9.74,City B,PayPal,Handled with care,106326
2024-12-30,8300,Tank Top,L,Red,1,Fair,Social Media,58.75,2.25,17.27,2.51,3.26,Good quality,Polyester,Sublimation,Yes,2024-12-31,Supplier C,8.5,City A,PayPal,Special instructions,420444
2024-12-31,4096,Tank Top,S,Black,5,Social Media,Email,57.05,1.42,11.63,2.83,2.65,Not satisfied,Blend,Sublimation,Yes,2025-01-01,Supplier B,10.42,City C,PayPal,Handled with care,774520
2025-01-01,4458,Hoodie,M,Black,5,Social Media,Organic Search,96.72,4.3,17.04,3.87,3.24,Not satisfied,Cotton,Sublimation,Yes,2025-01-02,Supplier C,11.42,City A,Credit Card,Urgent,400992
2025-01-02,9019,Short Sleeve,M,Black,9,Online,Email,95.27,1.04,5.0,4.14,1.42,Will buy again,Polyester,Sublimation,No,2025-01-03,Supplier C,10.62,City C,Credit Card,Urgent,443347
2025-01-03,4971,Long Sleeve,L,Red,8,Online,Email,37.32,4.49,6.73,1.02,1.45,Fast delivery,Polyester,Sublimation,No,2025-01-04,Supplier C,11.28,City A,Credit Card,Special instructions,329589
2025-01-04,4661,Long Sleeve,S,Blue,9,Online,Social Media,27.6,1.43,10.53,3.39,4.71,Good quality,Blend,Embroidery,Yes,2025-01-05,Supplier B,3.47,City B,Credit Card,Special instructions,764624
2025-01-05,2291,Tank Top,S,Blue,6,Social Media,Social Media,24.35,1.5,10.96,1.12,1.87,Fast delivery,Polyester,Screen Printing,Yes,2025-01-06,Supplier C,10.58,City B,Bank Transfer,Handled with care,798032
2025-01-06,9589,Hoodie,M,Black,7,Social Media,Organic Search,48.61,1.66,17.51,4.34,2.08,Fast delivery,Cotton,Screen Printing,No,2025-01-07,Supplier C,11.72,City A,PayPal,Handled with care,670613
2025-01-07,3532,Short Sleeve,M,Black,3,Fair,Social Media,53.4,1.59,12.65,1.96,3.23,Not satisfied,Blend,Screen Printing,No,2025-01-08,Supplier C,6.41,City B,PayPal,Handled with care,499015
2025-01-08,3129,Long Sleeve,M,Red,9,Online,Email,39.81,4.18,18.77,2.33,2.95,Not satisfied,Blend,Screen Printing,No,2025-01-09,Supplier A,9.65,City C,PayPal,Handled with care,597955
2025-01-09,2711,Tank Top,XL,Red,9,Online,Organic Search,93.62,4.24,11.37,1.93,3.22,Will buy again,Polyester,Embroidery,No,2025-01-10,Supplier A,3.07,City B,PayPal,Urgent,257021
2025-01-10,6802,Hoodie,S,Blue,9,Online,Email,86.97,1.68,6.0,4.47,2.46,Good quality,Cotton,Screen Printing,No,2025-01-11,Supplier A,3.45,City A,Credit Card,Special instructions,306316
2025-01-11,9058,Tank Top,M,Blue,1,Social Media,Email,79.56,1.45,11.87,2.2,2.62,Will buy again,Blend,Sublimation,Yes,2025-01-12,Supplier B,10.61,City B,Bank Transfer,Urgent,297077
